"Director.Name","Birthday","Birthplace","Highest.Rated","Lowest.Rated","title","year","tomatometer","audience_score","box_office","credits","category","category01"
"DJ Pooh","Jun 29, 1969","Los Angeles, California, USA","Friday (1995)","3 Strikes (2000)","Next Friday","2000",21,76,57176582,"Writer","Movie",1
"DJ Pooh","Jun 29, 1969","Los Angeles, California, USA","Friday (1995)","3 Strikes (2000)","Friday","1995",76,91,27409510,"Writer","Movie",1
"Éric Valette","Not Available","Not Available","The Prey (2011)","One Missed Call (2008)","The Snake With a Thousand Cuts","2017",NA,NA,NA,"Director,Screenwriter","Movie",1
"Éric Valette","Not Available","Not Available","The Prey (2011)","One Missed Call (2008)","The Prey","2011",70,54,NA,"Director","Movie",1
"Éric Valette","Not Available","Not Available","The Prey (2011)","One Missed Call (2008)","Super Hybrid","2010",NA,21,NA,"Director","Movie",1
"Éric Valette","Not Available","Not Available","The Prey (2011)","One Missed Call (2008)","Une affaire d'etat (State Affairs)","2009",NA,65,NA,"Director","Movie",1
"Éric Valette","Not Available","Not Available","The Prey (2011)","One Missed Call (2008)","One Missed Call","2008",NA,29,26876529,"Director","Movie",1
"Éric Valette","Not Available","Not Available","The Prey (2011)","One Missed Call (2008)","Maléfique","2002",NA,66,NA,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Hot Air","2018",17,62,NA,"Director,Producer","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","The Ridiculous 6","2015",NA,36,NA,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Blended","2014",15,64,46280507,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Here Comes the Boom","2012",42,65,45290318,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Zookeeper","2011",14,41,80360866,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Click","2006",34,66,137340146,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Grandma's Boy","2006",15,85,6087218,"Cousin Steven (Character)","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Around the World in 80 Days","2004",32,34,24004159,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Last Man Running","2003",NA,NA,NA,"Rick's roommate (Character)","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","The Waterboy","1998",33,71,161491646,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","The Wedding Singer","1998",72,80,80245725,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Murdered Innocence","1996",NA,NA,NA,"Director","Movie",1
"Frank Coraci","Feb 3, 1966","Shirley, New York, USA","The Wedding Singer (1998)","The Ridiculous 6 (2015)","Chow Masters","2014-2014",NA,NA,NA,"Host","TV Show",0
"Gary Preisler","Not Available","Not Available","Elsa & Fred (2014)","Gold Diggers (2003)","Kill Chain","2019",NA,38,NA,"Producer","Movie",1
"Gary Preisler","Not Available","Not Available","Elsa & Fred (2014)","Gold Diggers (2003)","A Little Something for Your Birthday","2017",18,44,NA,"Producer","Movie",1
"Gary Preisler","Not Available","Not Available","Elsa & Fred (2014)","Gold Diggers (2003)","Misconduct","2016",7,22,NA,"Executive Producer","Movie",1
"Gary Preisler","Not Available","Not Available","Elsa & Fred (2014)","Gold Diggers (2003)","Blunt Force Trauma","2015",NA,23,NA,"Producer","Movie",1
"Gary Preisler","Not Available","Not Available","Elsa & Fred (2014)","Gold Diggers (2003)","Elsa & Fred","2014",33,51,NA,"Executive Producer","Movie",1
"Gary Preisler","Not Available","Not Available","Elsa & Fred (2014)","Gold Diggers (2003)","Gold Diggers","2003",NA,21,403164,"Director,Writer,Producer","Movie",1
"Gary Preisler","Not Available","Not Available","Elsa & Fred (2014)","Gold Diggers (2003)","Eight Days a Week","1997",20,68,29252,"Producer","Movie",1
"Jed Weintrob","Not Available","Not Available","On-Line (2001)","Scar (2007)","Don't Look Deeper","2020",NA,NA,NA,"Executive Producer","Movie",1
"Jed Weintrob","Not Available","Not Available","On-Line (2001)","Scar (2007)","Scar","2007",NA,12,NA,"Director","Movie",1
"Jed Weintrob","Not Available","Not Available","On-Line (2001)","Scar (2007)","The F Word","2005",NA,79,NA,"Director","Movie",1
"Jed Weintrob","Not Available","Not Available","On-Line (2001)","Scar (2007)","On-Line","2001",38,30,165974,"Director,Writer","Movie",1
"Jed Weintrob","Not Available","Not Available","On-Line (2001)","Scar (2007)","Yeah My Heart Beats Loud!","1991",NA,NA,NA,"Producer","Movie",1
"Jed Weintrob","Not Available","Not Available","On-Line (2001)","Scar (2007)","Don't Look Deeper","2020-2020",NA,NA,NA,"Executive Producer","TV Show",0
"Jed Weintrob","Not Available","Not Available","On-Line (2001)","Scar (2007)","Gentlemen Lobsters","2016-2016",NA,NA,NA,"Executive Producer","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Star Struck","1994",NA,NA,NA,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Based on an Untrue Story","1993",NA,67,NA,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Dad's a Dog","1989",NA,NA,NA,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Speed Zone!","1989",NA,37,2359215,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Goddess of Love","1988",NA,20,NA,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol","1987",NA,38,28061343,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","This Wife for Hire","1985",NA,NA,NA,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","The Awakening of Cassie","1982",NA,NA,NA,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","A Legacy for Leonette","1982",NA,NA,NA,"Director","Movie",1
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Malcolm & Eddie","1998-1998",NA,NA,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","The Jamie Foxx Show","1997-1997",NA,NA,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Dave's World","1995-1997",NA,NA,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Coach","1990-1990",NA,NA,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Hogan Family","1986-1986",NA,NA,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","The Golden Girls","1985-1985",NA,94,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Newhart","1984-1984",NA,NA,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Gimme a Break","1982-1983",NA,NA,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","The Facts of Life","1979-1979",NA,NA,NA,"Director","TV Show",0
"Jim Drake","Dec 2, 1944","USA","Police Academy 4: Citizens on Patrol (1987)","Police Academy 4: Citizens on Patrol (1987)","Alice","1976-1976",NA,NA,NA,"Director","TV Show",0
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Ghosts Can't Do It","1990",NA,12,NA,"Director,Screenwriter,Cinematographer,Film Editing","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Bolero","1984",NA,18,NA,"Director,Screenwriter,Cinematographer","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Fantasies","1981",NA,17,NA,"Director","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Tarzan, the Ape Man","1981",10,19,NA,"Director","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Confessions of Tom Harris","1972",NA,NA,NA,"Director,Cinematographer","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Once Before I Die","1966",NA,33,NA,"Bailey (Character),Director,Producer","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Nightmare in the Sun","1965",NA,NA,NA,"Hitchhiker (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Exodus","1960",65,69,NA,"Taha (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Prisoner of the Volga","1959",NA,NA,NA,"Alexej Orloff (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Pirate of the Half Moon","1958",NA,NA,NA,"Nadir El Krim/Paul de Vellenera (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","High Hell","1958",NA,NA,NA,"Craig Rhodes (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","The Flesh Is Weak","1957",NA,NA,NA,"Tony Giani (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Omar Khayyam","1957",NA,33,NA,"Young Prince Malik (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Fury at Showdown","1957",NA,67,NA,"Brock Mitchell (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","The Ten Commandments","1956",84,87,NA,"Joshua (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Massacre at Sand Creek","1956",NA,NA,NA,"Lt. Norman Tucker (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","The Leather Saint","1956",NA,NA,NA,"Father Gil Allen (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Prince of Players","1955",NA,57,NA,"John Wilkes Booth (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Run for Cover","1955",NA,70,NA,"Davey Bishop (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","An Annapolis Story","1955",NA,NA,NA,"Tony (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","The Outcast","1954",NA,NA,NA,"Jet Cosgrave (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","The Adventures of Hajji Baba","1954",NA,17,NA,"Hajji Baba (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","The Last Posse","1953",NA,60,NA,"Jed Clayton (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Ambush at Tomahawk Gap","1953",NA,14,NA,"Kid (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Mission Over Korea","1953",NA,NA,NA,"Lt. Pete Barker (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Sea of Lost Ships","1953",NA,NA,NA,"G.R. 'Grad' Matthews (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Prince of Pirates","1953",NA,NA,NA,"Prince Roland (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Scandal Sheet","1952",100,88,NA,"Steve McCleary (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Thunderbirds","1952",NA,NA,NA,"Lt. Gil Hackett (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Mask of the Avenger","1951",NA,NA,NA,"Captain Renato Dimorna (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Saturday's Hero","1951",NA,NA,NA,"Steve Novak (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","The Family Secret","1951",NA,NA,NA,"David Clark (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Rogues of Sherwood Forest","1950",NA,17,NA,"Robin, Earl of Huntington (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Knock on Any Door","1949",69,59,NA,"Nick Romano (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","All the King's Men","1949",97,78,NA,"Tom Stark (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","I'll Be Seeing You","1944",NA,71,NA,"Lt. Bruce (Character)","Movie",1
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Zane Grey Theatre","1957,1961-1957,1961",NA,NA,NA,"Unknown (Character)","TV Show",0
"John Derek","Aug 12, 1926","Hollywood, California, USA","Scandal Sheet (1952)","Bolero (1984)","Showcase 39","1956-1956",NA,NA,NA,"Unknown (Character)","TV Show",0
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Armed Response","2017",NA,15,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Kickboxer: Vengeance","2016",41,45,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Countdown","2016",NA,33,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Countdown","2016",NA,NA,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Cat Run 2","2014",NA,16,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Kid Cannabis","2014",71,64,5565,"Director,Screenwriter","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","In the Blood","2014",38,39,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Breaking the Girls","2013",10,28,NA,"David Layton (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","SEAL Team Six: The Raid on Osama bin Laden","2012",50,45,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Dark Tide","2012",NA,16,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Code Name: Geronimo","2012",36,27,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Cat Run","2011",20,33,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Middle of Nowhere","2008",NA,49,NA,"Director,Producer","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Turistas","2006",19,28,7025803,"Director,Producer","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Into the Blue","2005",21,57,18472363,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Blue Crush","2002",61,58,40118420,"Director,Writer","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Rock Star","2001",53,59,16991902,"Writer","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Crazy/Beautiful","2001",63,69,16929123,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Cheaters","2000",80,60,NA,"Director,Writer","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Breast Men","1997",50,33,NA,"Robert Renaud (Character),Writer","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","The Nurse","1997",NA,9,NA,"Jack Martin (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Stag","1997",40,38,NA,"Victor Mallick (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Legal Deceit","1997",NA,NA,NA,"Adam (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","I Shot a Man in Vegas","1995",NA,NA,NA,"Grant (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Hart to Hart: Crimes of the Hart","1994",NA,NA,NA,"Peter Rubin (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Born to Ride","1990",NA,43,17680,"Capt. Jack Hassler (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Billionaire Boys Club","1987",NA,74,NA,"Brad Sedgwick (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Under Cover","1987",NA,7,NA,"Director","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Top Gun","1986",58,83,179800601,"Cougar (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Dangerously Close","1986",10,44,2026765,"Randy McDevitt (Character),Screenwriter","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Radioactive Dreams","1986",NA,45,210212,"Phillip Chandler (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","City Limits","1985",NA,8,NA,"Lee (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","My Science Project","1985",11,57,NA,"Michael Harlan (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Quarterback Princess","1983",NA,60,NA,"Scott Massey (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Christine","1983",72,64,NA,"Dennis Guilder (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Eddie and the Cruisers","1983",38,73,NA,"Keith Livingston (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Losin' It","1982",18,28,NA,"Spider (Character)","Movie",1
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Relativity","1996-1996",81,NA,NA,"Unknown (Guest Star)","TV Show",0
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","Friday the 13th: The Series","1988-1988",NA,70,NA,"Unknown (Guest Star)","TV Show",0
"John Stockwell","Mar 25, 1961","Galveston, Texas, USA","Cheaters (2000)","Dark Tide (2012)","North and South","1985-1985",NA,75,NA,"Billy Hazard (Character)","TV Show",0
"Jordan Walker-Pearlman","Jun 24, 1967","New York City, New York, USA","The Visit (2000)","Constellation (2005)","Constellation","2005",NA,40,306533,"Director,Writer,Producer","Movie",1
"Jordan Walker-Pearlman","Jun 24, 1967","New York City, New York, USA","The Visit (2000)","Constellation (2005)","The Visit","2000",72,45,186444,"Producer,Director","Movie",1
"Kevin Alyn Elders","Not Available","Not Available","Aces: Iron Eagle III (1992)","Simon Sez (1999)","Echelon Conspiracy","2009",8,31,500154,"Screenwriter","Movie",1
"Kevin Alyn Elders","Not Available","Not Available","Aces: Iron Eagle III (1992)","Simon Sez (1999)","Jane Doe","2001",NA,56,NA,"Director,Screenwriter","Movie",1
"Kevin Alyn Elders","Not Available","Not Available","Aces: Iron Eagle III (1992)","Simon Sez (1999)","Simon Sez","1999",NA,16,292152,"Director","Movie",1
"Kevin Alyn Elders","Not Available","Not Available","Aces: Iron Eagle III (1992)","Simon Sez (1999)","Aces: Iron Eagle III","1992",14,24,2513979,"Screenwriter","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Krazy House","2024",22,NA,NA,"Jesus (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Dashing Through the Snow","2023",32,63,NA,"Unknown (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Chick Fight","2020",37,21,NA,"Dr. Roy (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Gotti","2018",NA,44,4261958,"Director","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","The Book of Love","2016",8,63,NA,"Executive Producer","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Dear Eleanor","2016",NA,44,NA,"Director","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Consumed","2015",NA,33,NA,"Executive Producer","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Entourage","2015",32,57,32363404,"Eric (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Reach Me","2014",4,47,NA,"Roger (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Hotel Noir","2012",13,31,NA,"Vance (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Secretariat","2010",64,76,59699513,"Bill Nack (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","The Ugly Truth","2009",14,60,88915214,"Jim (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","He's Just Not That Into You","2009",42,59,NA,"Conor (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Gardener of Eden","2007",NA,33,NA,"Director","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","One Piece Movie: The Desert Princess and the Pirates; Adventures in Alabasta","2007",NA,71,NA,"Pell (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Fullmetal Alchemist","2006",NA,NA,NA,"Kain Fuery (Voice)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","The Notebook","2004",54,85,81001787,"Fin (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Devious Beings","2002",NA,NA,NA,"Casey (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Antwone Fisher","2002",77,86,21078145,"Slim (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","John Q","2002",26,78,71026631,"Steve Maguire (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Don's Plum","2001",NA,62,NA,"Jeremy (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Bad Trip","1999",NA,NA,NA,"Unknown (Character)","Movie",1
